Grupos ECOICOP;Tipo de dato;Periodo;Total
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2017M09;103,110
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2017M08;103,024
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2017M07;102,893
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2017M06;103,133
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2017M05;102,844
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2017M04;102,582
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2017M03;102,461
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2017M02;104,053
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2017M01;107,260
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M12;104,304
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M11;102,957
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M10;102,275
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M09;100,175
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M08;99,710
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M07;99,738
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M06;99,588
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M05;97,565
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M04;97,362
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M03;98,192
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M02;98,266
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2016M01;99,869
04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2015M12;103,449
